Étiquettes de lignes;freqlemfilms2;nblettres;nbphons;old20;pld20
abaissai;4.93;8;5;1.85;1.5
abasourdi;0.95;18;16;5.9;6.2
abasourdie;0.95;20;16;5.9;6.2
abasourdis;0.95;20;16;6;6.2
abattoir;3.16;8;7;2.35;1.9
abattoirs;3.16;9;7;2.45;1.9
aberration;1.16;10;8;2.85;2.4
aberrations;1.16;11;8;2.9;2.4
aboiement;1.79;9;6;2.55;1.95
aboiements;1.79;10;6;2.8;1.95
abomination;1.94;11;10;3;2.9
abominations;1.94;12;10;3.05;2.9
abondaient;1.13;10;5;2.1;1.75
abondais;1.13;8;5;1.95;1.75
abondait;1.13;8;5;1.75;1.75
abondamment;0.3;11;7;3.45;2.75
abonde;1.13;6;4;1.65;1.7
abondé;1.13;6;5;1.75;1.75
abondent;1.13;8;4;1.9;1.7
abonder;1.13;7;5;1.8;1.75
abonné;2.44;18;15;5.25;5.4
abonnée;2.44;21;15;5.25;5.4
abonnées;1.97;16;10;3.7;3.6
abonnés;2.44;21;15;5.4;5.4
abrège;4.21;6;5;1.95;1.9
abrégé;4.53;18;18;5.55;5.1
abrégea;4.21;7;6;2.05;1.75
abrégée;4.41;14;12;3.8;3.4
abrègent;4.21;8;5;2.35;1.9
abrégeons;4.21;9;6;2.95;2.05
abréger;4.21;7;6;1.95;1.7
abrégez;4.21;7;6;2.2;1.7
abreuvait;1.13;9;6;2.65;1.95
abreuvant;1.13;9;6;2.6;2.05
abreuve;1.13;7;5;2.2;1.75
abreuvée;1.13;8;6;2.5;1.95
abreuvent;1.13;9;5;2.55;1.75
abreuver;1.13;8;6;2.4;1.95
abreuvons;1.13;9;6;2.75;2.05
abrutir;2.56;7;7;1.95;2.3
abrutissait;2.56;11;8;2.35;2.3
abrutit;2.56;7;6;1.85;1.9
absentais;6.14;9;6;2.3;1.7
absentait;6.14;9;6;2.25;1.7
absenté;6.14;7;6;1.95;1.8
absentée;6.14;8;6;2.15;1.8
absenter;6.14;8;6;2.05;1.8
absentés;6.14;8;6;2.1;1.8
absous;2.68;12;8;3.8;3.7
accablante;1.41;10;7;2.8;2.6
accablantes;1.41;11;7;3.4;2.6
accablants;1.41;10;6;2.65;1.7
acceptable;3.96;10;9;2.9;2.8
acceptables;3.96;11;9;3.15;2.8
acceptation;1.24;11;10;2.8;2.8
accessible;2.06;10;8;3.4;3.25
accessibles;2.06;11;8;3.45;3.25
acclamaient;1.75;11;6;2.6;1.65
acclamait;1.75;9;6;2.5;1.65
acclamation;2.84;11;9;3;2.85
acclamations;2.84;12;9;3.05;2.85
acclame;1.75;7;5;1.95;1.6
acclamé;1.75;7;6;2.25;1.65
acclamée;1.75;8;6;2.2;1.65
acclamées;1.75;9;6;2.45;1.65
acclament;1.75;9;5;2.25;1.6
acclamer;1.75;8;6;2.15;1.65
acclamés;1.75;8;6;2.35;1.65
acclamons;1.75;9;6;2.75;1.7
accordéon;3.24;9;7;2.55;1.85
accordéons;3.24;10;7;2.45;1.85
accoudoir;0.46;9;7;2.6;2.6
accoudoirs;0.46;10;7;2.85;2.6
accueillante;2.07;12;6;2.9;2.1
accueillantes;2.07;13;6;3.3;2.1
accueillants;2.07;12;5;2.7;1.65
accule;1.03;6;4;1.65;1.4
acculé;1.04;12;10;3.4;2.7
acculée;1.03;7;5;1.7;1.35
acculées;1.03;8;5;1.8;1.35
acculent;1.03;8;4;1.85;1.4
acculer;1.03;7;5;1.75;1.35
acculés;1.04;14;10;3.5;2.7
actionnaient;2.01;12;7;2.7;1.95
actionnais;2.01;10;7;2.5;1.95
actionnant;2.01;10;7;2.4;2.1
actionne;2.01;8;6;1.75;2
actionné;2.01;8;7;2;1.85
actionnée;2.01;9;7;2.05;1.85
actionner;2.01;9;7;2.05;1.85
adaptation;2.48;10;9;2.6;2.75
adaptations;2.48;11;9;2.8;2.75
adéquat;3.28;7;6;2.7;2.3
adéquate;3.28;8;7;2.9;2.65
adéquates;3.28;9;7;3.1;2.65
adéquats;3.28;8;6;2.7;2.3
adhéraient;2.67;10;5;2.55;1.6
adhérais;2.67;8;5;2.65;1.6
adhérait;2.67;8;5;2.35;1.6
adhérant;2.67;8;5;2.25;1.55
adhère;2.67;6;4;2;1.3
adhéré;2.67;6;5;2.35;1.5
adhèrent;2.67;8;4;2.05;1.3
adhérer;2.67;7;5;2.4;1.5
administrateur;4.95;14;13;3.55;3.95
administrateurs;4.95;15;13;3.9;3.95
admirablement;0.71;13;11;3.55;3.65
admirateur;5.76;20;18;5.6;5.6
admirateurs;5.76;22;18;5.7;5.6
admiratrice;5.76;22;20;6.1;6.5
admiratrices;5.64;12;10;3.25;3.25
adonnaient;1.6;10;5;1.9;1.55
adonnais;1.6;8;5;1.85;1.55
adonnait;1.6;8;5;1.75;1.55
adonnant;1.6;8;5;1.8;1.55
adonne;1.6;6;4;1.6;1.55
adonné;1.6;6;5;1.65;1.55
adonnent;1.6;8;4;1.9;1.55
adonner;1.6;7;5;1.8;1.55
adonnés;1.6;7;5;1.75;1.55
adoration;0.88;9;8;2.5;2.35
adroit;1.87;6;5;1.85;1.7
adroite;1.87;7;6;2.15;2.05
adroites;1.87;8;6;2.4;2.05
adroits;1.87;7;5;2.25;1.7
adultère;5.54;16;14;5.4;4.5
adultères;5.54;18;14;5.5;4.5
adverse;1.93;7;6;2.1;2.1
adverses;1.93;8;6;2.3;2.1
affectation;2.93;11;9;2.95;2.65
affectations;2.93;12;9;3.15;2.65
affectionné;0.41;22;18;5;5.2
affermi;0.23;7;6;1.95;1.75
affermie;0.23;8;6;2.05;1.75
affermir;0.23;8;7;2.1;1.85
affermissant;0.23;12;8;3.05;2.25
affermissent;0.23;12;7;2.9;1.9
affermit;0.23;8;6;2.1;1.75
affinité;1.23;8;7;2.7;2.3
affinités;1.23;9;7;2.8;2.3
affleuraient;0.15;12;6;2.5;1.6
affleurait;0.15;10;6;2.25;1.6
affleure;0.15;8;5;2;1.55
affleurent;0.15;10;5;2.25;1.55
afflige;3.21;7;5;2.1;1.75
affligea;3.21;8;6;2.35;1.75
affligeaient;3.21;12;6;2.85;1.7
affligeait;3.21;10;6;2.6;1.7
affligent;3.21;9;5;2.3;1.75
affliger;3.21;8;6;2.2;1.75
affligèrent;3.21;11;7;2.8;2.1
affligez;3.21;8;6;2.4;1.75
aga;0.65;3;3;1.3;1
agenda;5.84;6;5;2.1;2.15
agendas;5.84;7;5;2.6;2.15
agile;2.17;5;4;1.7;1.5
agiles;2.17;6;4;1.75;1.5
agonisais;1.36;9;7;2.55;2
agonisait;1.36;9;7;2.2;2
agonisante;0.75;20;16;4.9;5
agonisantes;0.75;22;16;5.8;5
agonisants;0.75;20;14;4.9;4
agonise;1.36;7;6;1.8;1.65
agonisent;1.36;9;6;2.3;1.65
agoniser;1.36;8;7;2.1;1.75
agonisez;1.36;8;7;2.2;1.75
agonisiez;1.36;9;8;2.75;2.65
agrafe;2.2;12;10;3.3;3.2
agrafes;2.2;14;10;3.5;3.2
agréa;1.09;5;5;1.85;1.65
agrée;1.09;5;4;1.6;1.5
agréé;1.26;15;15;4.95;4.95
agréée;1.26;12;10;3.4;3.3
agréer;1.09;6;5;1.7;1.65
agréez;1.09;6;5;1.8;1.65
agrémenta;0.35;9;8;2.3;2.65
agrémentait;0.35;11;8;2.75;2.55
agrémente;0.35;9;7;2.2;2.4
agrémenté;0.49;18;16;4.5;5.1
agrémentée;0.49;20;16;4.9;5.1
agrémenter;0.35;10;8;2.55;2.55
agrémentés;0.35;10;8;2.45;2.55
agression;12.91;9;7;2.45;1.9
agressivité;2.54;11;10;3.7;3.8
ahurissant;1.04;20;12;5.1;3.6
aigreur;0.56;7;5;2.15;1.9
aigreurs;0.56;8;5;2.4;1.9
aiguillons;1.49;20;12;5;3.6
aimante;3.21;14;8;3.2;3.3
aimants;5.17;14;6;3.4;2.4
aire;5.54;4;2;1;1
aires;5.54;5;2;1;1
alcôve;0.84;6;5;2.85;2.55
alcôves;0.84;7;5;2.85;2.55
alimentaire;5.85;11;8;2.75;2.5
alimentaires;5.85;12;8;3.1;2.5
allègre;0.13;7;5;2.3;1.85
alouette;1.41;8;5;1.95;1.85
alouettes;1.41;9;5;2.15;1.85
alphabet;3.16;8;6;3.65;2.65
alphabets;3.16;9;6;3.75;2.65
aluminium;2.38;9;9;3.75;3.8
amabilité;2.91;9;9;2.6;2.5
amabilités;2.91;10;9;2.8;2.5
ambitieuses;6.08;22;14;7;5.2
ambre;0.93;5;3;1.55;1.25
ambulant;3.14;16;10;4.4;3.6
ambulante;3.08;9;6;2.35;2.2
ambulantes;3.08;10;6;2.45;2.2
ambulants;3.14;18;10;4.9;3.6
amende;10.86;12;8;3.3;3.2
amendes;10.86;14;8;3.5;3.2
amolli;0.17;6;5;1.7;1.65
amollir;0.17;7;6;1.8;1.75
amollis;0.17;7;5;1.65;1.65
amollissent;0.17;11;6;2.35;1.65
amollit;0.17;7;5;1.75;1.65
amoncellent;0.16;11;6;3.05;2.35
amortir;1.69;7;7;2;1.8
amortissaient;1.69;13;8;2.6;2.2
amortissant;1.69;11;8;2.55;2.15
amortisse;1.69;9;7;2.65;1.85
amortit;1.69;7;6;2;1.85
amputé;5.17;18;15;5.1;4.95
amputés;5.17;21;15;5.25;4.95
anarchie;4.18;8;6;2.7;2.25
anatomie;3.63;8;7;2.7;2.7
anatomies;3.63;9;7;2.7;2.7
ancestral;2.22;9;8;3.35;2.9
ancestrale;2.22;10;8;3.35;2.9
ancestrales;2.22;11;8;3.5;2.9
ancestraux;2.22;10;7;3.55;2.85
ancra;1.79;5;4;1.85;1.45
ancrait;1.79;7;4;1.85;1.35
ancrer;1.79;6;4;1.75;1.45
angélique;0.66;18;12;5.5;4.5
angéliques;0.66;20;12;5.6;4.5
angoissaient;5.84;12;6;2.7;1.7
angoissait;5.84;10;6;2.3;1.7
angoisser;5.84;9;6;2.35;1.65
annulaient;42.11;10;5;2.5;1.5
annulais;42.11;8;5;2.1;1.5
annulait;42.11;8;5;2.15;1.5
annulant;42.11;8;5;2.15;1.65
annule;42.11;6;4;1.7;1.4
annulé;43.86;12;10;3.5;3
annulée;43.86;14;10;3.5;3
annulées;43.86;16;10;3.6;3
annulent;42.11;8;4;2.15;1.4
annuler;42.11;7;5;1.8;1.5
annulèrent;42.11;10;6;2.65;1.9
annulés;43.86;14;10;3.5;3
annulez;42.11;7;5;1.9;1.5
anse;0.47;4;2;1.4;1
anses;0.47;5;2;1.65;1
antan;1.53;5;3;1.95;1
anticipé;5.78;16;14;4.7;4.3
anticipée;5.78;18;14;4.9;4.3
anticipées;5.78;20;14;5;4.3
anticipés;5.78;18;14;4.7;4.3
antillais;0.24;18;10;5.4;3.5
antre;2.96;5;3;1.6;1
antres;2.96;6;3;1.7;1
apitoie;2.52;7;6;2.4;2
apitoient;2.52;9;6;2.7;2
apitoyait;2.52;9;8;2.8;2.3
apitoyant;2.52;9;8;2.7;2.35
apitoyé;2.52;7;8;2.45;2.35
apitoyée;2.52;8;8;2.5;2.35
apitoyer;2.52;8;8;2.55;2.35
apitoyés;2.52;8;8;2.45;2.35
apitoyons;2.52;9;8;2.85;2.4
apostrophe;0.2;20;16;5.8;5.6
apparat;0.51;7;5;1.75;1.45
apparentaient;0.77;13;7;3;1.85
apparentait;0.77;11;7;2.7;1.85
apparentant;0.77;11;7;2.65;1.8
apparenté;0.78;18;14;4.5;3.5
apparentée;0.78;20;14;4.8;3.5
apparentent;0.77;11;6;2.5;1.65
apparenter;0.77;10;7;2.4;1.75
apparentés;0.78;20;14;4.6;3.5
appréhendaient;4.22;14;7;3.4;2.2
appréhendais;4.22;12;7;2.65;2.2
appréhendait;4.22;12;7;2.65;2.2
appréhendant;4.22;12;7;2.75;2.3
appréhende;4.22;10;6;2.35;2.15
appréhendé;4.22;10;7;2.7;2.2
appréhendée;4.22;11;7;2.7;2.2
appréhendent;4.22;12;6;2.65;2.15
appréhender;4.22;11;7;2.65;2.2
appréhendés;4.22;11;7;2.6;2.2
appréhendez;4.22;11;7;2.55;2.2
appropriaient;5.73;13;9;3.2;2.8
appropriant;5.73;11;9;2.8;2.95
approprie;5.73;9;7;2.4;2.5
approprient;5.73;11;7;2.6;2.5
approprier;5.73;10;9;2.5;2.4
apte;2.93;4;3;1.65;1.1
aptes;2.93;5;3;1.75;1.1
aptitude;2.74;8;7;2.4;2.55
aptitudes;2.74;9;7;2.45;2.55
aquarium;4.26;8;8;3.3;3.4
aquariums;4.26;9;8;3.75;3.4
arabesque;0.1;9;7;3.4;2.7
arabesques;0.1;10;7;3.6;2.7
arbitraire;1.3;20;16;5.7;4.7
arc-boutais;0.17;11;7;3;2.35
arc-boutant;0.31;22;14;5.6;4.8
arc-boute;0.17;9;6;2.65;2.3
arc-bouté;0.17;9;7;2.9;2.35
arc-boutent;0.17;11;6;2.8;2.3
arc-en-ciel;4.09;22;16;10.7;6.3
archange;1.3;8;5;2.5;1.9
archanges;1.3;9;5;2.55;1.9
archéologue;2.11;11;8;3.55;3.25
archéologues;2.11;12;8;3.6;3.25
archiduc;0.48;8;7;3.05;2.95
archiduchesse;0.48;13;9;5.25;3.95
arcs-en-ciel;3;12;8;5.7;3.15
ardemment;1.39;9;6;2.8;1.9
ardu;1.42;4;4;1.7;1.55
ardue;1.42;5;4;1.65;1.55
ardues;1.42;6;4;1.9;1.55
ardus;1.42;5;4;1.75;1.55
arène;2.5;5;4;1.75;1
arènes;2.5;6;4;1.85;1
argentine;2.23;9;7;2.5;2.65
argot;1.06;5;4;1.75;1.4
aride;1.3;5;4;1.6;1.5
arides;1.3;6;4;1.7;1.5
arnaque;12.64;14;10;3.5;3.6
arnaques;12.64;16;10;3.8;3.6
arqué;0.48;10;8;3.3;2.8
arquée;0.48;12;8;3.4;2.8
arquées;0.48;14;8;3.6;2.8
arqués;0.48;12;8;3.5;2.8
arrière-pensée;0.91;14;9;4.9;3.85
arrière-pensées;0.91;15;9;5.45;3.85
arrivante;0.48;9;6;2.4;1.9
arrivants;0.48;9;5;2.35;1.5
arrogant;6.41;16;10;4;3.3
arrogante;6.41;18;12;4.7;3.8
arrogantes;6.41;20;12;5.4;3.8
arrogants;6.41;18;10;4.9;3.3
articulation;1.51;12;11;3.2;3.6
articulations;1.51;13;11;3.4;3.6
ascendant;1.93;18;10;4.9;3.5
ascendants;1.93;20;10;5.1;3.5
aspiration;3.99;10;9;2.7;2.55
aspirations;3.99;11;9;2.65;2.55
aspirine;9.18;8;7;2.45;2.35
aspirines;9.18;9;7;2.5;2.35
assemblage;1.01;10;7;2.65;2.45
assemblages;1.01;11;7;2.95;2.45
assène;0.11;6;4;2;1.55
assenées;0.11;8;5;2.15;1.65
assener;0.11;7;5;2.05;1.65
assenés;0.11;7;5;2;1.65
assiège;1.36;7;5;2.4;1.9
assiégeaient;1.36;12;6;3;1.7
assiégeait;1.36;10;6;2.6;1.7
assiègent;1.36;9;5;2.65;1.9
assiéger;1.36;8;6;2.35;1.75
assigna;4.25;7;5;1.85;1.65
assignait;4.25;9;5;1.85;1.65
assignant;4.25;9;5;2.1;1.7
assigne;4.25;7;4;1.75;1.35
assigné;4.25;7;5;1.8;1.7
assignée;4.25;8;5;1.9;1.7
assignées;4.25;9;5;1.9;1.7
assigner;4.25;8;5;1.85;1.7
assigneront;4.25;11;7;2.35;2.35
assignés;4.25;8;5;1.85;1.7
assoiffé;3.31;16;12;5.3;4
assoiffée;3.31;18;12;5.2;4
assoiffées;3.31;20;12;5.6;4
assoiffés;3.31;18;12;5.2;4
assortir;2;8;7;2;1.7
assortissait;2;12;8;2.45;2.1
assouvi;2.15;7;5;1.95;1.85
assouvie;2.15;8;5;1.7;1.85
assouvies;2.15;9;5;2;1.85
assouvir;2.15;8;6;1.8;1.75
assouviras;2.15;10;7;2.4;1.85
assouvis;2.15;8;5;1.7;1.85
assouvissait;2.15;12;7;2.35;1.95
assouvissent;2.15;12;6;2.3;1.75
assouvit;2.15;8;5;1.9;1.85
astuce;3.36;6;5;2.35;2
astuces;3.36;7;5;2.6;2
athée;3.16;10;6;3.9;2
athées;3.16;12;6;3.9;2
athlète;4.75;7;5;2.85;1.75
athlètes;4.75;8;5;2.85;1.75
atout;5.74;5;3;1.7;1
atouts;5.74;6;3;1.8;1
âtre;0.1;4;3;1.75;1
âtres;0.1;5;3;1.75;1
atterré;0.24;14;10;3.7;3
atterrée;0.24;16;10;3.8;3
atterrés;0.24;16;10;3.9;3
attribut;1.13;8;6;1.9;1.9
attributs;1.13;9;6;2.1;1.9
aubaine;1.08;7;4;2.15;1.7
aubaines;1.08;8;4;2.45;1.7
au-dedans;0.92;9;5;3.75;2.35
augure;4.02;12;8;3.8;3.7
aumônier;1.51;8;6;2.75;2
aumônière;1.51;9;7;3.15;2.6
aumôniers;1.51;9;6;2.75;2
austérité;0.64;9;8;2.95;2.8
automate;0.5;8;6;2.65;2.15
automates;0.5;9;6;2.55;2.15
auvergnate;0.01;20;14;6.8;5.7
aux aguets;0.87;10;5;4.85;2.2
auxiliaire;3.32;20;16;6.6;5.6
auxiliaires;3.32;22;16;6.8;5.6
avachi;0.57;12;10;4.7;3.6
avachie;0.57;14;10;4.1;3.6
avachis;0.57;14;10;4.4;3.6
avalanche;2.75;9;6;2.8;1.95
avalanches;2.75;10;6;3.15;1.95
avantageuse;1.36;11;8;3.05;2.7
avantageuses;1.36;12;8;3.65;2.7
avantageux;1.36;10;7;2.85;2.35
avatar;2.55;6;6;2.55;2
avatars;2.55;7;6;2.8;2
aveuglante;1;10;7;2.55;2.6
aveuglantes;1;11;7;2.95;2.6
aveuglants;1;10;6;2.45;2.15
aveuglement;1.79;11;8;2.5;2.65
aveuglements;1.79;12;8;2.95;2.65
avivé;0.19;10;10;3.3;2.9
avorta;5.43;6;6;1.9;1.7
avorte;5.43;6;5;1.7;1.6
avorté;5.83;12;12;3.6;3.4
avortée;5.83;14;12;3.6;3.4
avortées;5.83;16;12;3.8;3.4
avorter;5.43;7;6;1.85;1.7
avortés;5.83;14;12;3.7;3.4
badine;1.08;18;15;4.5;4.8
bafoué;3.86;12;10;3.7;3.5
bafouée;3.86;14;10;4.1;3.5
bafouées;3.86;16;10;4.2;3.5
bafoués;3.86;14;10;4.1;3.5
baleine;16.68;7;5;1.8;1.5
baleines;16.68;8;5;1.8;1.5
ballottait;0.72;10;6;2.7;1.55
ballotte;0.72;8;5;1.8;1.5
ballottent;0.72;10;5;2.5;1.5
ballotter;0.72;9;6;2.45;1.6
ballottés;0.72;9;6;2.45;1.6
bambin;1.35;6;4;1.75;1.85
bambins;1.35;7;4;1.7;1.85
bambou;1.73;6;4;1.95;1.8
bambous;1.73;7;4;2.25;1.8
banni;8.06;15;12;5.1;3.45
bannie;8.06;18;12;4.95;3.45
bannis;8.06;18;12;4.95;3.45
banquet;4.41;7;4;1.7;1.3
banquets;4.41;8;4;1.8;1.3
baquet;0.48;6;4;1.55;1
baquets;0.48;7;4;1.6;1
baroque;1.37;14;10;3.6;3.5
baroques;1.37;16;10;3.6;3.5
barricadé;2.46;9;8;2.6;2.4
barricadée;2.46;10;8;2.6;2.4
barricadées;2.46;11;8;2.6;2.4
barricadent;2.46;11;7;2.65;2
barricader;2.46;10;8;2.45;2.4
barricadèrent;2.46;13;9;3.7;2.55
barricadés;2.46;10;8;2.55;2.4
barricadez;2.46;10;8;2.55;2.4
bas-côté;0.6;8;6;3.75;1.8
bas-côtés;0.6;9;6;3.75;1.8
basilique;0.77;18;14;5.5;5.2
basiliques;0.77;20;14;5.7;5.2
basque;12.85;12;8;3.1;2.7
basques;12.85;14;8;3.2;2.7
bastille;1.81;8;6;1.85;1.8
bath;0.29;4;3;1.8;1
baveuse;1.49;14;10;3.7;3.5
baveux;1.55;12;8;3.8;3.2
béat;0.26;8;6;3.2;2.6
béate;0.26;5;4;1.8;1.75
béatitude;0.58;9;8;2.75;2.8
bécane;1.77;6;5;1.9;1.85
bécanes;1.77;7;5;1.95;1.85
becte;0.17;5;4;1.75;1.35
bectées;0.17;7;5;1.95;1.65
becter;0.17;6;5;1.95;1.65
béquille;2.7;8;5;2.25;1.95
béquilles;2.7;9;5;2.3;1.95
bétail;9.71;6;5;1.9;1.9
beuglaient;0.75;10;5;2.35;1.7
beuglais;0.75;8;5;2.35;1.7
beuglait;0.75;8;5;1.95;1.7
beugle;0.75;6;4;1.65;1.65
beuglé;0.75;6;5;1.85;1.65
beuglent;0.75;8;4;2.05;1.65
beugler;0.75;7;5;1.85;1.65
beurré;1.86;18;12;5.1;4.35
beurrée;1.86;21;12;5.25;4.35
beurrées;1.86;24;12;5.4;4.35
beurrés;1.86;21;12;5.1;4.35
bicot;0.11;5;4;1.8;1.25
bifteck;1.45;7;6;3.15;2.8
biftecks;1.45;8;6;3.6;2.8
biographie;2.82;10;8;2.55;2.45
biographies;2.82;11;8;2.9;2.45
bique;0.94;5;3;1.55;1
biques;0.94;6;3;1.6;1
bite;26.41;4;3;1;1
bites;26.41;5;3;1.15;1
bitume;1.12;6;5;1.8;1.85
bitumes;1.12;7;5;1.85;1.85
blasé;1.31;10;10;3.6;3.1
blasée;1.31;12;10;3.5;3.1
blasées;1.31;14;10;3.6;3.1
blasés;1.31;12;10;3.5;3.1
blasphème;9.62;18;14;6.6;5.6
blasphèmes;9.62;20;14;6.8;5.6
blockhaus;1.77;9;6;3.9;2.65
blues;7.81;5;4;1.7;1.65
bobine;3.64;12;10;3.5;3
bobines;3.64;14;10;3.6;3
boisé;0.52;10;10;3.1;3.1
boisée;0.52;12;10;3.3;3.1
boisées;0.52;14;10;3.6;3.1
boisés;0.52;12;10;3.4;3.1
boiteuse;2.83;8;6;1.95;1.85
boiteuses;2.83;9;6;2;1.85
bomba;1.34;5;4;1.8;1.45
bombait;1.34;7;4;1.85;1.6
bombant;1.34;7;4;1.85;1.6
bomber;1.34;6;4;1.75;1.55
bondé;2.72;10;8;2.6;2.2
bondée;2.72;12;8;2.8;2.2
bondées;2.72;14;8;3.3;2.2
bondés;2.72;12;8;2.6;2.2
bonhommes;4.85;9;5;3;2
bordeaux;1.36;16;10;3.8;3
borgne;2.92;12;8;3.5;3.4
borgnes;2.92;14;8;3.7;3.4
bosquet;0.8;7;5;1.9;1.85
bosquets;0.8;8;5;2;1.85
bossue;1.97;12;8;3.2;3.3
bossues;1.97;7;4;1.7;1.65
bottait;15.54;7;4;1.8;1
bottant;15.54;7;4;1.8;1.3
botter;15.54;6;4;1.45;1
bottine;2.27;7;5;1.8;1.75
bottines;2.27;8;5;1.95;1.75
bottons;15.54;7;4;1.85;1.1
bouée;2.04;5;3;1;1.3
bouées;2.04;6;3;1.25;1.3
bouffon;9.36;14;8;3.9;2.3
bouffonne;9.36;18;10;4.5;3.5
bougonnant;0.04;10;6;2;1.6
bougonné;0.04;8;6;1.85;1.6
bouillonnaient;1.9;14;6;2.75;1.5
bouillonnais;1.9;12;6;2.65;1.5
bouillonnait;1.9;12;6;2.45;1.5
bouillonne;1.9;10;5;1.75;1.45
bouillonnent;1.9;12;5;2.3;1.45
bouillonner;1.9;11;6;2.2;1.5
boulette;6.13;8;5;1.65;1.5
boulettes;6.13;9;5;1.75;1.5
boum;12.21;8;6;2.7;2
bourdon;1.28;7;5;1.9;1.75
bourdons;1.28;8;5;1.8;1.75
bourguignon;0.3;22;14;8;5.4
bourguignonne;0.3;26;16;9.4;6.7
bourguignonnes;0.3;28;16;10.4;6.7
bourrasque;0.77;10;6;3.3;2.05
bourrasques;0.77;11;6;3.35;2.05
bourru;0.34;6;4;1.75;1.05
bourrue;0.34;7;4;1.75;1.05
bourrues;0.34;8;4;1.75;1.05
bourrus;0.34;7;4;1.75;1.05
bouse;1.93;5;3;1.2;1
bouses;1.93;6;3;1.5;1
boussole;2.91;8;5;2.7;1.95
boussoles;2.91;9;5;2.85;1.95
boutonnais;2.17;10;6;2.05;1.35
boutonne;2.17;8;5;1.55;1.7
boutonnent;2.17;10;5;1.95;1.7
boutonner;2.17;9;6;1.65;1.4
branchages;0.41;10;6;2.6;1.8
branlante;0.56;9;6;2.15;1.85
branlantes;0.56;10;6;2.5;1.85
branlants;0.56;9;5;2.25;1.5
brassaient;1.03;10;5;1.95;1.25
brassait;1.03;8;5;1.85;1.25
brassant;1.03;8;5;1.85;1.35
brassard;0.71;8;6;2.4;1.75
brassards;0.71;9;6;2.7;1.75
brassé;1.03;6;5;1.75;1.3
brassent;1.03;8;4;1.9;1.1
brasser;1.03;7;5;1.6;1.3
brassés;1.03;7;5;1.7;1.3
brava;3.2;5;5;1.7;1.35
bravais;3.2;7;5;1.85;1.2
bravait;3.2;7;5;1.65;1.2
bravant;3.2;7;5;1.65;1.25
bravé;3.2;5;5;1.6;1.25
bravent;3.2;7;4;1.75;1.05
braver;3.2;6;5;1.6;1.25
bravos;8.93;6;5;1.8;1.6
bricolaient;4.03;11;7;2.5;1.7
bricolais;4.03;9;7;2.1;1.7
bricolait;4.03;9;7;2.3;1.7
bricolant;4.03;9;7;2.2;1.85
bricolé;4.03;7;7;1.85;1.75
bricolée;4.03;8;7;2.15;1.75
bricolées;4.03;9;7;2.2;1.75
bricolent;4.03;9;6;2.2;2
bricoler;4.03;8;7;1.85;1.75
bricolés;4.03;8;7;2;1.75
bricolez;4.03;8;7;1.95;1.75
bridé;2.37;10;10;3.2;2.4
bridée;2.37;12;10;3;2.4
bridées;2.37;14;10;3.1;2.4
bridés;2.37;12;10;3.2;2.4
broc;0.38;4;3;1.5;1
broches;4.57;7;4;1.35;1.35
bronzant;5.14;16;10;4.1;3.4
bronzer;5.1;7;5;1.85;1.55
broutaient;1.65;10;5;2;1.5
broutant;1.65;8;5;1.9;1.7
broute;1.65;6;4;1.45;1.05
brouté;1.65;6;5;1.65;1.55
broutée;1.65;7;5;1.8;1.55
broutent;1.65;8;4;1.95;1.05
brouter;1.65;7;5;1.7;1.55
broutes;1.65;7;4;1.65;1.05
bruissantes;0.02;11;7;2.45;2.15
brunâtre;0.04;8;7;2.8;2.85
brunâtres;0.04;9;7;2.85;2.85
bruni;0.21;15;15;4.95;5.25
brunie;0.2;12;10;3.4;3.5
brusquerie;0.09;10;8;2.95;3
bruyère;0.58;7;7;2.65;1.95
bruyères;0.58;8;7;2.75;1.95
bue;3.04;3;2;1;1
bues;3.04;4;2;1;1
butin;6.35;5;4;1.7;1.4
butins;6.35;6;4;1.55;1.4
buvard;0.14;12;10;3.5;3.6
buvards;0.14;14;10;3.4;3.6
buveur;2.22;6;5;1.85;1.8
buveurs;2.22;7;5;1.9;1.8
buveuse;2.22;7;5;1.95;1.9
cabas;0.14;5;4;1.6;1
câbles;17.04;6;4;1.7;1
cabosse;0.94;14;10;3.5;3.7
cabossé;0.94;7;6;2;1.8
cabossée;0.94;8;6;2.15;1.8
cabossées;0.94;9;6;2.3;1.8
cabosser;0.94;8;6;2.05;1.8
cabossés;0.94;8;6;2.2;1.8
cafetière;2.07;9;8;2.65;2.8
cafetières;2.07;10;8;2.75;2.8
cagibi;0.85;6;6;2.85;2.75
cahot;0.08;5;3;1.5;1
cahotait;0.06;8;5;1.9;1.15
cahote;0.06;6;4;1.45;1.15
cahotée;0.06;7;5;1.75;1.05
cahoter;0.06;7;5;1.8;1.05
cahots;0.08;6;3;1.4;1
caillé;1.67;18;12;4.35;3
calciné;0.84;14;14;3.8;3.6
calcinée;0.84;16;14;4;3.6
calcinées;0.84;18;14;4.7;3.6
calcinés;0.84;16;14;4.4;3.6
calibres;7.32;8;6;1.85;1.95
câlin;7.69;10;8;3.4;2
câline;8.5;18;15;4.95;3.15
câlins;7.69;12;8;3.4;2
calomnie;6.18;16;14;4.5;5.6
calomnies;6.18;18;14;4.5;5.6
calot;0.23;5;4;1.5;1
calots;0.23;6;4;1.55;1
calotte;0.47;14;10;3.6;2.7
